81290,281210,2009,3
81302,281210,2012,3
81304,281210,2013,1
81305,281210,2013,2
81310,281210,2014,3
81312,281210,2015,1
81313,281210,2015,2
81315,281210,2015,4
81316,281210,2016,1
81322,281210,2017,3
81324,281210,2018,1
81330,281290,1996,3
81331,281290,1996,4
81335,281290,1997,4
81339,281290,1998,4
81343,281290,1999,4
81347,281290,2000,4
81349,281290,2001,2
81350,281290,2001,3
81355,281290,2002,4
81360,281290,2004,1
81369,281290,2006,2
81373,281290,2007,2
81379,281290,2008,4
81381,281290,2009,2
81382,281290,2009,3
81384,281290,2010,1
81385,281290,2010,2
81388,281290,2011,1
81389,281290,2011,2
81391,281290,2011,4
81392,281290,2012,1
81394,281290,2012,3
81397,281290,2013,2
81404,281290,2015,1
81405,281290,2015,2
81406,281290,2015,3
81409,281290,2016,2
81415,281290,2017,4
81416,281290,2018,1
81418,281290,2018,3
81423,281310,1996,4
81425,281310,1997,2
81426,281310,1997,3
81427,281310,1997,4
81428,281310,1998,1
81431,281310,1998,4
81435,281310,1999,4
81439,281310,2000,4
81440,281310,2001,1
81449,281310,2003,2
81453,281310,2004,2
81458,281310,2005,3
81465,281310,2007,2
81466,281310,2007,3
81470,281310,2008,3
81471,281310,2008,4
81473,281310,2009,2
81474,281310,2009,3
81475,281310,2009,4
81477,281310,2010,2
81484,281310,2012,1
81487,281310,2012,4
81488,281310,2013,1
81489,281310,2013,2
81490,281310,2013,3
81492,281310,2014,1
81495,281310,2014,4
81496,281310,2015,1
81499,281310,2015,4
81504,281310,2017,1
81505,281310,2017,2
81506,281310,2017,3
81511,281310,2018,4
81515,281390,1996,4
81517,281390,1997,2
81518,281390,1997,3
81519,281390,1997,4
81523,281390,1998,4
81526,281390,1999,3
81527,281390,1999,4
81528,281390,2000,1
81537,281390,2002,2
81544,281390,2004,1
81548,281390,2005,1
81549,281390,2005,2
81553,281390,2006,2
81556,281390,2007,1
81557,281390,2007,2
81561,281390,2008,2
81564,281390,2009,1
81569,281390,2010,2
81570,281390,2010,3
81572,281390,2011,1
81574,281390,2011,3
81579,281390,2012,4
81583,281390,2013,4
81597,281390,2017,2
81599,281390,2017,4
81602,281390,2018,3
81607,281410,1996,4
81610,281410,1997,3
81611,281410,1997,4
81615,281410,1998,4
81618,281410,1999,3
81619,281410,1999,4
81621,281410,2000,2
81626,281410,2001,3
81631,281410,2002,4
81632,281410,2003,1
81641,281410,2005,2
81642,281410,2005,3
81646,281410,2006,3
81658,281410,2009,3
81664,281410,2011,1
81667,281410,2011,4
81668,281410,2012,1
81670,281410,2012,3
81671,281410,2012,4
81673,281410,2013,2
81676,281410,2014,1
81680,281410,2015,1
81687,281410,2016,4
81691,281410,2017,4
81694,281410,2018,3
81699,281420,1996,4
81703,281420,1997,4
81706,281420,1998,3
81707,281420,1998,4
81711,281420,1999,4
81712,281420,2000,1
81713,281420,2000,2
81717,281420,2001,2
81718,281420,2001,3
81719,281420,2001,4
81720,281420,2002,1
81721,281420,2002,2
